"chr","start","end","gc","map","htertrt","gc_bin"
"5",56000001,56500000,0.40594,0.997941,"mid",0.41
"5",56500001,5.7e+07,0.39824,0.987801,"mid",0.4
"5",58500001,5.9e+07,0.369476,0.993157,"early",0.37
"5",59000001,59500000,0.371018,0.993223,"early",0.37
"5",59500001,6e+07,0.384332,0.993671,"early",0.38
"5",61500001,6.2e+07,0.396184,0.995141,"mid",0.4
"5",64000001,64500000,0.37473,0.986645,"early",0.37
"5",64500001,6.5e+07,0.364446,0.995253,"early",0.36
"5",65000001,65500000,0.387562,0.996618,"early",0.39
"5",66000001,66500000,0.392352,0.997028,"early",0.39
"5",66500001,6.7e+07,0.383932,0.994441,"early",0.38
"5",67000001,67500000,0.392748,0.980958,"early",0.39
"5",67500001,6.8e+07,0.399764,0.99652,"early",0.4
"5",68000001,68500000,0.41162,0.998449,"early",0.41
"5",71500001,7.2e+07,0.408216,0.996855,"early",0.41
"5",73000001,73500000,0.40086,0.996634,"early",0.4
"5",73500001,7.4e+07,0.416638,0.999022,"early",0.42
"5",74500001,7.5e+07,0.385876,0.985538,"early",0.39
"5",75500001,7.6e+07,0.413652,0.995876,"mid",0.41
"5",76500001,7.7e+07,0.399226,0.993268,"mid",0.4
"5",77000001,77500000,0.39017,0.996746,"early",0.39
"5",78500001,7.9e+07,0.39448,0.99885,"mid",0.39
"5",79000001,79500000,0.423196,0.98747,"mid",0.42
"5",79500001,8e+07,0.40923,0.994661,"mid",0.41
"5",80000001,80500000,0.399324,0.996614,"mid",0.4
"5",81000001,81500000,0.390088,0.993241,"mid",0.39
"5",81500001,8.2e+07,0.391374,0.986638,"mid",0.39
"5",82000001,82500000,0.375044,0.992273,"mid",0.38
"5",85500001,8.6e+07,0.356382,0.984894,"mid",0.36
"5",86500001,8.7e+07,0.362108,0.998848,"early",0.36
"5",90000001,90500000,0.372912,0.992165,"mid",0.37
"5",90500001,9.1e+07,0.38148,0.997672,"mid",0.38
"5",94000001,94500000,0.368564,0.99823,"early",0.37
"5",94500001,9.5e+07,0.377772,0.995616,"early",0.38
"5",95000001,95500000,0.393568,0.995555,"early",0.39
"5",95500001,9.6e+07,0.389262,0.994712,"early",0.39
"5",96000001,96500000,0.389332,0.998264,"early",0.39
"5",96500001,9.7e+07,0.373664,0.985948,"early",0.37
"5",97000001,97500000,0.365312,0.987531,"early",0.37
"5",97500001,9.8e+07,0.367642,0.992448,"mid",0.37
"5",98500001,9.9e+07,0.364616,0.9904,"late",0.36
"5",102500001,1.03e+08,0.367276,0.99958,"late",0.37
"5",103000001,103500000,0.366354,0.992737,"late",0.37
"5",106500001,1.07e+08,0.37938,0.999599,"mid",0.38
"5",108000001,108500000,0.36172,0.995343,"mid",0.36
"5",109500001,1.1e+08,0.363046,0.994742,"mid",0.36
"5",110000001,110500000,0.373014,0.990002,"mid",0.37
"5",111000001,111500000,0.381722,0.992391,"early",0.38
"5",112500001,1.13e+08,0.396034,0.996326,"early",0.4
"5",113000001,113500000,0.385608,0.995939,"early",0.39
"5",113500001,1.14e+08,0.372474,0.994866,"early",0.37
"5",114000001,114500000,0.389978,0.993049,"mid",0.39
"5",114500001,1.15e+08,0.388316,0.994813,"mid",0.39
"5",115000001,115500000,0.381742,0.996194,"mid",0.38
"5",115500001,1.16e+08,0.394986,0.995019,"late",0.39
"5",116000001,116500000,0.385248,0.998192,"late",0.39
"5",117000001,117500000,0.355162,0.994923,"mid",0.36
"5",117500001,1.18e+08,0.371122,0.992899,"mid",0.37
"5",118500001,1.19e+08,0.387126,0.995515,"mid",0.39
"5",119000001,119500000,0.364212,0.985456,"mid",0.36
"5",119500001,1.2e+08,0.358942,0.989797,"mid",0.36
"5",121000001,121500000,0.364948,0.991886,"mid",0.36
"5",121500001,1.22e+08,0.388044,0.983717,"late",0.39
"5",122000001,122500000,0.396872,0.996188,"late",0.4
"5",122500001,1.23e+08,0.374402,0.993251,"mid",0.37
"5",123500001,1.24e+08,0.395702,0.997638,"late",0.4
"5",124500001,1.25e+08,0.368218,0.991313,"early",0.37
"5",125000001,125500000,0.367204,0.993839,"early",0.37
"5",126000001,126500000,0.41939,0.986661,"mid",0.42
"5",128000001,128500000,0.371152,0.996895,"mid",0.37
"5",128500001,1.29e+08,0.355726,0.99335,"mid",0.36
"5",129500001,1.3e+08,0.362788,0.99406,"early",0.36
"5",130500001,1.31e+08,0.389368,0.996628,"early",0.39
"5",131000001,131500000,0.415696,0.992244,"early",0.42
"5",135000001,135500000,0.432784,0.99836,"mid",0.43
"5",136000001,136500000,0.406544,0.9837,"early",0.41
"5",141500001,1.42e+08,0.447606,0.999903,"early",0.45
"5",142000001,142500000,0.427594,0.999113,"early",0.43
"5",142500001,1.43e+08,0.397374,0.999247,"early",0.4
"5",143000001,143500000,0.389622,0.993874,"early",0.39
"5",143500001,1.44e+08,0.377552,0.992681,"early",0.38
"5",147500001,1.48e+08,0.373328,0.984014,"early",0.37
"5",150000001,150500000,0.431016,0.993348,"early",0.43
"5",151000001,151500000,0.419888,0.988015,"early",0.42
"5",151500001,1.52e+08,0.390814,0.981494,"early",0.39
"5",157500001,1.58e+08,0.405258,0.995715,"mid",0.41
"5",158000001,158500000,0.398874,0.996988,"mid",0.4
"5",159500001,1.6e+08,0.444788,0.999157,"mid",0.44
"5",160000001,160500000,0.399616,0.982292,"mid",0.4
"5",160500001,1.61e+08,0.36854,0.996263,"mid",0.37
"5",161500001,1.62e+08,0.365118,0.994156,"late",0.37
"5",162000001,162500000,0.363312,0.98952,"late",0.36
"5",162500001,1.63e+08,0.383118,0.997076,"late",0.38
"5",163000001,163500000,0.372856,0.996919,"late",0.37
"5",164000001,164500000,0.354462,0.998005,"late",0.35
"5",164500001,1.65e+08,0.360676,0.998255,"late",0.36
"5",165000001,165500000,0.36287,0.997797,"late",0.36
"5",165500001,1.66e+08,0.372364,0.990762,"late",0.37
"5",166000001,166500000,0.384294,0.988899,"late",0.38
"5",168500001,1.69e+08,0.418064,0.998088,"mid",0.42
"5",169000001,169500000,0.426016,0.996553,"mid",0.43
"5",170000001,170500000,0.41425,0.993664,"mid",0.41
"5",173000001,173500000,0.442138,0.995141,"mid",0.44
"5",180000001,180500000,0.450886,0.990788,"late",0.45
"6",4500001,5e+06,0.425514,0.995484,"mid",0.43
"6",5000001,5500000,0.421484,0.997963,"mid",0.42
"6",7500001,8e+06,0.429926,0.997439,"mid",0.43
"6",8000001,8500000,0.397254,0.997059,"mid",0.4
"6",8500001,9e+06,0.372242,0.989006,"mid",0.37
"6",9000001,9500000,0.370376,0.997901,"mid",0.37
"6",9500001,1e+07,0.376848,0.986765,"mid",0.38
"6",10500001,1.1e+07,0.423976,0.998591,"late",0.42
"6",11500001,1.2e+07,0.40405,0.997613,"mid",0.4
"6",12000001,12500000,0.397254,0.999679,"mid",0.4
"6",12500001,1.3e+07,0.39771,0.996087,"mid",0.4
"6",14000001,14500000,0.432754,0.996345,"mid",0.43
"6",16000001,16500000,0.43284,0.995226,"mid",0.43
"6",16500001,1.7e+07,0.406482,0.995696,"mid",0.41
"6",17000001,17500000,0.416776,0.998022,"mid",0.42
"6",19500001,2e+07,0.391766,0.986659,"mid",0.39
"6",20500001,2.1e+07,0.380018,0.995827,"mid",0.38
"6",21500001,2.2e+07,0.424078,0.998755,"late",0.42
"6",23500001,2.4e+07,0.371528,0.990587,"late",0.37
"6",24000001,24500000,0.39965,0.99487,"late",0.4
"6",27000001,27500000,0.408904,0.99784,"late",0.41
"6",27500001,2.8e+07,0.413616,0.994499,"late",0.41
"6",28000001,28500000,0.403148,0.997851,"late",0.4
"6",28500001,2.9e+07,0.420146,0.995494,"late",0.42
"6",29500001,3e+07,0.453448,0.99431,"mid",0.45
"6",32000001,32500000,0.452666,0.986318,"mid",0.45
"6",35500001,3.6e+07,0.434934,0.997234,"early",0.43
"6",37000001,37500000,0.456038,0.999411,"mid",0.46
"6",38500001,3.9e+07,0.393688,0.996841,"early",0.39
"6",45000001,45500000,0.370264,0.991397,"early",0.37
"6",46500001,4.7e+07,0.391564,0.998535,"early",0.39
"6",47500001,4.8e+07,0.37441,0.997887,"early",0.37
"6",48000001,48500000,0.358328,0.990429,"early",0.36
"6",48500001,4.9e+07,0.35384,0.992688,"early",0.35
"6",49000001,49500000,0.361294,0.993871,"mid",0.36
"6",50500001,5.1e+07,0.375228,0.994811,"late",0.38
"6",52000001,52500000,0.421786,0.997474,"mid",0.42
"6",52500001,5.3e+07,0.418588,0.992071,"mid",0.42
"6",53000001,53500000,0.412658,0.996652,"mid",0.41
"6",54000001,54500000,0.3574,0.995545,"early",0.36
"6",55500001,5.6e+07,0.35222,0.99405,"early",0.35
"6",56000001,56500000,0.37289,0.995775,"early",0.37
"6",57000001,57500000,0.379814,0.989624,"early",0.38
"6",63500001,6.4e+07,0.371456,0.996847,"late",0.37
"6",64000001,64500000,0.386356,0.994919,"late",0.39
"6",64500001,6.5e+07,0.365292,0.996151,"mid",0.37
"6",67000001,67500000,0.344782,0.995057,"late",0.34
"6",68500001,6.9e+07,0.354608,0.995098,"late",0.35
"6",70000001,70500000,0.364852,0.987789,"mid",0.36
"6",71000001,71500000,0.384154,0.994328,"mid",0.38
"6",72000001,72500000,0.370702,0.998118,"early",0.37
"6",72500001,7.3e+07,0.359026,0.994021,"early",0.36
"6",73000001,73500000,0.365982,0.989022,"early",0.37
"6",75000001,75500000,0.35981,0.991466,"early",0.36
"6",75500001,7.6e+07,0.372158,0.994841,"early",0.37
"6",76500001,7.7e+07,0.377224,0.991563,"mid",0.38
"6",77000001,77500000,0.36669,0.996075,"mid",0.37
"6",77500001,7.8e+07,0.357238,0.984419,"mid",0.36
"6",79000001,79500000,0.368346,0.993935,"late",0.37
"6",79500001,8e+07,0.366934,0.993446,"mid",0.37
"6",80500001,8.1e+07,0.374084,0.995965,"mid",0.37
"6",81000001,81500000,0.369174,0.991651,"mid",0.37
"6",82500001,8.3e+07,0.37762,0.995069,"mid",0.38
"6",83000001,83500000,0.38121,0.986967,"mid",0.38
"6",85500001,8.6e+07,0.384836,0.996111,"early",0.38
"6",86000001,86500000,0.39902,0.992605,"mid",0.4
"6",88000001,88500000,0.399558,0.993755,"mid",0.4
"6",88500001,8.9e+07,0.392894,0.999302,"mid",0.39
"6",89500001,9e+07,0.407142,0.990537,"mid",0.41
"6",90500001,9.1e+07,0.413002,0.997273,"mid",0.41
"6",91500001,9.2e+07,0.377174,0.994716,"mid",0.38
"6",93000001,93500000,0.347768,0.99844,"mid",0.35
"6",94000001,94500000,0.345226,0.994233,"late",0.35
"6",94500001,9.5e+07,0.344082,0.981254,"late",0.34
"6",96000001,96500000,0.35308,0.983242,"late",0.35
"6",96500001,9.7e+07,0.361166,0.998089,"late",0.36
"6",97000001,97500000,0.380212,0.99792,"late",0.38
"6",97500001,9.8e+07,0.364346,0.997048,"late",0.36
"6",99000001,99500000,0.381284,0.992429,"late",0.38
"6",100000001,100500000,0.385478,0.988383,"late",0.39
"6",101500001,1.02e+08,0.361016,0.993399,"mid",0.36
"6",102500001,1.03e+08,0.34298,0.989702,"mid",0.34
"6",105500001,1.06e+08,0.402338,0.996422,"early",0.4
"6",106000001,106500000,0.401472,0.993527,"early",0.4
"6",106500001,1.07e+08,0.398128,0.99675,"early",0.4
"6",107500001,1.08e+08,0.405836,0.997724,"early",0.41
"6",108000001,108500000,0.429856,0.992124,"mid",0.43
"6",111000001,111500000,0.417864,0.998734,"mid",0.42
"6",113500001,1.14e+08,0.378316,0.985974,"mid",0.38
"6",117000001,117500000,0.369076,0.983375,"early",0.37
"6",117500001,1.18e+08,0.386806,0.992064,"mid",0.39
"6",118000001,118500000,0.38234,0.990202,"mid",0.38
"6",118500001,1.19e+08,0.385744,0.998809,"mid",0.39
"6",120500001,1.21e+08,0.348494,0.992759,"mid",0.35
"6",121000001,121500000,0.35782,0.980303,"late",0.36
"6",121500001,1.22e+08,0.377186,0.995134,"late",0.38
"6",124000001,124500000,0.361004,0.99632,"early",0.36
"6",124500001,1.25e+08,0.359256,0.995287,"early",0.36
"6",125000001,125500000,0.377274,0.984381,"early",0.38
"6",125500001,1.26e+08,0.393622,0.989011,"early",0.39
"6",126500001,1.27e+08,0.359256,0.993278,"early",0.36
"6",127000001,127500000,0.364968,0.997586,"early",0.36
"6",128000001,128500000,0.353178,0.997825,"early",0.35
"6",128500001,1.29e+08,0.361206,0.997781,"early",0.36
"6",130500001,1.31e+08,0.3853,0.996347,"mid",0.39
"6",132000001,132500000,0.380166,0.987481,"late",0.38
"6",133500001,1.34e+08,0.375536,0.985186,"mid",0.38
"6",134500001,1.35e+08,0.40556,0.99773,"mid",0.41
"6",135000001,135500000,0.398708,0.998666,"mid",0.4
"6",135500001,1.36e+08,0.379216,0.997113,"mid",0.38
"6",138000001,138500000,0.406918,0.998681,"early",0.41
"6",141500001,1.42e+08,0.347786,0.989589,"early",0.35
"6",142000001,142500000,0.361262,0.981002,"early",0.36
"6",144500001,1.45e+08,0.390378,0.999242,"early",0.39
"6",145000001,145500000,0.381522,0.997757,"early",0.38
"6",146000001,146500000,0.367722,0.990717,"mid",0.37
"6",146500001,1.47e+08,0.371744,0.995837,"mid",0.37
"6",149000001,149500000,0.411844,0.998127,"mid",0.41
"6",151500001,1.52e+08,0.421482,0.999458,"mid",0.42
"6",152000001,152500000,0.395958,0.993598,"mid",0.4
"6",153500001,1.54e+08,0.357738,0.99641,"mid",0.36
"6",154000001,154500000,0.377268,0.997703,"late",0.38
"6",154500001,1.55e+08,0.413042,0.999228,"late",0.41
"6",155000001,155500000,0.421588,0.998208,"late",0.42
"6",157000001,157500000,0.408698,0.999784,"mid",0.41
"6",160500001,1.61e+08,0.42584,0.995197,"mid",0.43
"6",161500001,1.62e+08,0.432628,0.997725,"late",0.43
"6",162000001,162500000,0.407628,0.997009,"late",0.41
"6",162500001,1.63e+08,0.395616,0.997674,"late",0.4
"6",163000001,163500000,0.378966,0.985877,"late",0.38
"6",163500001,1.64e+08,0.41031,0.999514,"late",0.41
"6",164000001,164500000,0.426694,0.997921,"late",0.43
"6",164500001,1.65e+08,0.392046,0.996418,"late",0.39
"6",165000001,165500000,0.374968,0.988771,"late",0.37
"6",165500001,1.66e+08,0.386706,0.991382,"late",0.39
"6",166000001,166500000,0.429064,0.998818,"late",0.43
"6",166500001,1.67e+08,0.452262,0.995254,"late",0.45
"6",169500001,1.7e+08,0.434138,0.995211,"late",0.43
"7",3500001,4e+06,0.408552,0.995013,"mid",0.41
"7",7500001,8e+06,0.376054,0.986972,"early",0.38
"7",10500001,1.1e+07,0.374968,0.995225,"late",0.37
"7",15000001,15500000,0.354654,0.99902,"mid",0.35
"7",15500001,1.6e+07,0.356158,0.989763,"early",0.36
"7",16000001,16500000,0.364462,0.991968,"early",0.36
"7",16500001,1.7e+07,0.386542,0.998689,"early",0.39
"7",17000001,17500000,0.36822,0.994927,"early",0.37
"7",17500001,1.8e+07,0.371986,0.999235,"early",0.37
"7",18000001,18500000,0.369426,0.996319,"early",0.37
"7",18500001,1.9e+07,0.358018,0.999396,"early",0.36
"7",19000001,19500000,0.365558,0.987097,"early",0.37
"7",19500001,2e+07,0.360672,0.990769,"early",0.36
"7",20000001,20500000,0.36856,0.998759,"early",0.37
"7",22000001,22500000,0.408406,0.999628,"mid",0.41
"7",23000001,23500000,0.407832,0.988828,"mid",0.41
"7",24000001,24500000,0.401906,0.992681,"mid",0.4
"7",24500001,2.5e+07,0.397932,0.996267,"mid",0.4
"7",26500001,2.7e+07,0.39332,0.997579,"early",0.39
"7",31000001,31500000,0.430406,0.998493,"mid",0.43
"7",32000001,32500000,0.412276,0.987425,"mid",0.41
"7",33000001,33500000,0.385748,0.995149,"mid",0.39
"7",33500001,3.4e+07,0.405862,0.99355,"mid",0.41
"7",34500001,3.5e+07,0.391304,0.98215,"late",0.39
"7",37000001,37500000,0.414294,0.993885,"late",0.41
"7",38500001,3.9e+07,0.39169,0.997728,"mid",0.39
"7",39500001,4e+07,0.41678,0.994755,"mid",0.42
"7",40500001,4.1e+07,0.385708,0.997924,"early",0.39
"7",42000001,42500000,0.405638,0.999513,"mid",0.41
"7",48500001,4.9e+07,0.379948,0.995678,"early",0.38
"7",51000001,51500000,0.43747,0.996649,"late",0.44
"7",51500001,5.2e+07,0.403964,0.989043,"late",0.4
"7",52000001,52500000,0.380982,0.997646,"late",0.38
"7",53000001,53500000,0.367448,0.993909,"mid",0.37
"7",54000001,54500000,0.366378,0.993531,"early",0.37
"7",57000001,57500000,0.461262,0.985524,"late",0.46
"7",57500001,5.8e+07,0.394872,0.992826,"late",0.39
"7",62000001,62500000,0.376942,0.99219,"late",0.38
"7",63500001,6.4e+07,0.401286,0.99576,"late",0.4
"7",64000001,64500000,0.423908,0.990033,"late",0.42
"7",65500001,6.6e+07,0.447628,0.987554,"mid",0.45
"7",66500001,6.7e+07,0.43715,0.99087,"mid",0.44
"7",68500001,6.9e+07,0.440332,0.998347,"late",0.44
"7",69000001,69500000,0.404962,0.999303,"late",0.4
"7",69500001,7e+07,0.401394,0.989501,"late",0.4
"7",70000001,70500000,0.443712,0.999555,"late",0.44
"7",70500001,7.1e+07,0.44108,0.999416,"late",0.44
"7",71500001,7.2e+07,0.433514,0.993128,"mid",0.43
"7",78000001,78500000,0.364038,0.997495,"early",0.36
"7",78500001,7.9e+07,0.357988,0.992995,"early",0.36
"7",79000001,79500000,0.349724,0.997582,"early",0.35
"7",81000001,81500000,0.35191,0.996294,"early",0.35
"7",84500001,8.5e+07,0.347006,0.992016,"early",0.35
"7",87000001,87500000,0.366862,0.994552,"mid",0.37
"7",87500001,8.8e+07,0.376762,0.991604,"mid",0.38
"7",88000001,88500000,0.363172,0.993701,"mid",0.36
"7",89500001,9e+07,0.373238,0.992846,"mid",0.37
"7",90500001,9.1e+07,0.383924,0.991242,"mid",0.38
"7",91000001,91500000,0.387816,0.984676,"mid",0.39
"7",92500001,9.3e+07,0.374422,0.992494,"early",0.37
"7",93000001,93500000,0.360326,0.9866,"early",0.36
"7",93500001,9.4e+07,0.370796,0.996204,"mid",0.37
"7",94000001,94500000,0.369426,0.999367,"mid",0.37
"7",94500001,9.5e+07,0.371632,0.996407,"late",0.37
"7",95000001,95500000,0.381174,0.993764,"late",0.38
"7",95500001,9.6e+07,0.391494,0.996805,"late",0.39
"7",96500001,9.7e+07,0.399176,0.9961,"mid",0.4
"7",106000001,106500000,0.40185,0.998395,"early",0.4
"7",106500001,1.07e+08,0.391346,0.997706,"early",0.39
"7",108500001,1.09e+08,0.358456,0.991141,"early",0.36
"7",109000001,109500000,0.35073,0.994837,"early",0.35
"7",110500001,1.11e+08,0.35533,0.988872,"early",0.36
"7",112500001,1.13e+08,0.367124,0.988716,"early",0.37
"7",114000001,114500000,0.354436,0.997072,"early",0.35
"7",114500001,1.15e+08,0.360294,0.990479,"early",0.36
"7",115000001,115500000,0.350648,0.997787,"early",0.35
"7",115500001,1.16e+08,0.360612,0.99688,"early",0.36
"7",116000001,116500000,0.390814,0.988991,"early",0.39
"7",116500001,1.17e+08,0.395632,0.999426,"early",0.4
"7",117000001,117500000,0.369476,0.992262,"early",0.37
"7",117500001,1.18e+08,0.37434,0.995689,"early",0.37
"7",118000001,118500000,0.347278,0.997557,"early",0.35
"7",120000001,120500000,0.359164,0.999826,"mid",0.36
"7",120500001,1.21e+08,0.368342,0.995841,"mid",0.37
"7",121000001,121500000,0.370592,0.997363,"mid",0.37
"7",121500001,1.22e+08,0.37141,0.990008,"mid",0.37
"7",122000001,122500000,0.365482,0.995161,"mid",0.37
"7",124000001,124500000,0.362002,0.996619,"early",0.36
"7",126000001,126500000,0.363392,0.993526,"mid",0.36
"7",129000001,129500000,0.443988,0.998913,"early",0.44
"7",129500001,1.3e+08,0.436148,0.998617,"early",0.44
"7",135500001,1.36e+08,0.394414,0.994362,"mid",0.39
"7",136000001,136500000,0.36686,0.984949,"mid",0.37
"7",138500001,1.39e+08,0.422066,0.99618,"mid",0.42
"7",142500001,1.43e+08,0.420936,0.997892,"mid",0.42
"7",144000001,144500000,0.391856,0.99543,"late",0.39
"7",147000001,147500000,0.372676,0.995724,"mid",0.37
"7",147500001,1.48e+08,0.401446,0.989427,"mid",0.4
"7",151000001,151500000,0.476534,0.999408,"mid",0.48
"7",152000001,152500000,0.439922,0.996279,"mid",0.44
"7",152500001,1.53e+08,0.434734,0.997267,"late",0.43
"7",153000001,153500000,0.408888,0.9971,"late",0.41
"7",153500001,1.54e+08,0.432798,0.99489,"late",0.43
"7",154500001,1.55e+08,0.45655,0.99848,"late",0.46
"7",158500001,1.59e+08,0.467496,0.993813,"late",0.47
"8",1500001,2e+06,0.481876,0.988427,"late",0.48
"8",2000001,2500000,0.434762,0.992477,"late",0.43
"8",2500001,3e+06,0.392806,0.997661,"late",0.39
"8",3000001,3500000,0.391906,0.997302,"late",0.39
"8",3500001,4e+06,0.385054,0.998495,"late",0.39
"8",4000001,4500000,0.379416,0.999101,"late",0.38
"8",4500001,5e+06,0.377314,0.996171,"late",0.38
"8",5000001,5500000,0.378724,0.997056,"late",0.38
"8",5500001,6e+06,0.385728,0.997916,"late",0.39
"8",9000001,9500000,0.420634,0.997748,"mid",0.42
"8",9500001,1e+07,0.414686,0.991705,"mid",0.41
"8",10000001,10500000,0.452454,0.99888,"mid",0.45
"8",12500001,1.3e+07,0.42219,0.996284,"late",0.42
"8",13000001,13500000,0.378672,0.997584,"mid",0.38
"8",15000001,15500000,0.37541,0.98706,"late",0.38
"8",15500001,1.6e+07,0.36951,0.997927,"late",0.37
"8",16500001,1.7e+07,0.373734,0.989597,"mid",0.37
"8",17000001,17500000,0.400856,0.999579,"mid",0.4
"8",17500001,1.8e+07,0.393144,0.998695,"early",0.39
"8",19500001,2e+07,0.410846,0.997722,"mid",0.41
"8",20500001,2.1e+07,0.43033,0.996416,"mid",0.43
"8",24000001,24500000,0.369906,0.992013,"early",0.37
"8",29000001,29500000,0.429676,0.996286,"early",0.43
"8",29500001,3e+07,0.42164,0.998355,"early",0.42
"8",30000001,30500000,0.425346,0.997678,"early",0.43
"8",31500001,3.2e+07,0.37389,0.993345,"early",0.37
"8",32500001,3.3e+07,0.379204,0.993245,"mid",0.38
"8",33000001,33500000,0.4202,0.99714,"late",0.42
"8",33500001,3.4e+07,0.402308,0.993339,"late",0.4
"8",34000001,34500000,0.373022,0.995699,"late",0.37
"8",35000001,35500000,0.380838,0.98396,"late",0.38
"8",35500001,3.6e+07,0.388534,0.999109,"late",0.39
"8",36500001,3.7e+07,0.387522,0.998433,"mid",0.39
"8",37000001,37500000,0.442876,0.995473,"mid",0.44
"8",40500001,4.1e+07,0.4224,0.994267,"mid",0.42
"8",43000001,43500000,0.405188,0.984543,"late",0.41
"8",47500001,4.8e+07,0.408816,0.988862,"late",0.41
"8",50000001,50500000,0.368052,0.998402,"mid",0.37
"8",50500001,5.1e+07,0.365406,0.997839,"mid",0.37
"8",51500001,5.2e+07,0.351556,0.996369,"mid",0.35
"8",52000001,52500000,0.379068,0.996063,"late",0.38
"8",53500001,5.4e+07,0.395728,0.998388,"mid",0.4
"8",54000001,54500000,0.397654,0.997117,"mid",0.4
"8",54500001,5.5e+07,0.40929,0.989205,"mid",0.41
"8",55500001,5.6e+07,0.38258,0.995876,"mid",0.38
"8",57000001,57500000,0.401712,0.992827,"late",0.4
"8",58000001,58500000,0.402156,0.990072,"late",0.4
"8",58500001,5.9e+07,0.384252,0.998444,"late",0.38
"8",59000001,59500000,0.388792,0.994623,"late",0.39
"8",59500001,6e+07,0.38244,0.989,"late",0.38
"8",60000001,60500000,0.368192,0.992264,"late",0.37
"8",61000001,61500000,0.40067,0.995777,"late",0.4
"8",62500001,6.3e+07,0.376094,0.992431,"mid",0.38
"8",63000001,63500000,0.37155,0.997379,"mid",0.37
"8",63500001,6.4e+07,0.380078,0.997386,"late",0.38
"8",64000001,64500000,0.392428,0.99428,"late",0.39
"8",65000001,65500000,0.37412,0.99409,"late",0.37
"8",69000001,69500000,0.370158,0.986614,"mid",0.37
"8",69500001,7e+07,0.36781,0.990241,"mid",0.37
"8",70000001,70500000,0.386966,0.991283,"late",0.39
"8",70500001,7.1e+07,0.421416,0.99496,"late",0.42
"8",73000001,73500000,0.382844,0.988986,"late",0.38
"8",73500001,7.4e+07,0.393558,0.986388,"late",0.39
"8",76000001,76500000,0.359904,0.982716,"late",0.36
"8",77500001,7.8e+07,0.365668,0.997496,"late",0.37
"8",78500001,7.9e+07,0.346778,0.994845,"mid",0.35
"8",79000001,79500000,0.352618,0.995583,"mid",0.35
"8",79500001,8e+07,0.356514,0.997428,"mid",0.36
"8",80000001,80500000,0.369752,0.991998,"mid",0.37
"8",81500001,8.2e+07,0.408482,0.995878,"mid",0.41
"8",82000001,82500000,0.381936,0.991509,"mid",0.38
"8",84500001,8.5e+07,0.354926,0.994427,"late",0.35
"8",85500001,8.6e+07,0.36357,0.985937,"late",0.36
"8",86000001,86500000,0.384336,0.999037,"late",0.38
"8",87500001,8.8e+07,0.374312,0.992678,"late",0.37
"8",88500001,8.9e+07,0.361108,0.993107,"late",0.36
"8",90500001,9.1e+07,0.377698,0.987142,"mid",0.38
"8",91500001,9.2e+07,0.377048,0.997545,"mid",0.38
"8",92000001,92500000,0.364094,0.991431,"mid",0.36
"8",93500001,9.4e+07,0.35815,0.998353,"early",0.36
"8",94500001,9.5e+07,0.405998,0.997115,"early",0.41
"8",95000001,95500000,0.405346,0.995717,"early",0.41
"8",95500001,9.6e+07,0.41511,0.997342,"early",0.42
"8",96000001,96500000,0.418088,0.990266,"early",0.42
"8",97000001,97500000,0.414494,0.993652,"mid",0.41
"8",97500001,9.8e+07,0.39147,0.993539,"mid",0.39
"8",100000001,100500000,0.361476,0.990768,"early",0.36
"8",100500001,1.01e+08,0.379196,0.989287,"early",0.38
"8",102000001,102500000,0.4353,0.998314,"early",0.44
"8",102500001,1.03e+08,0.407096,0.988102,"early",0.41
"8",103000001,103500000,0.402776,0.9931,"early",0.4
"8",104500001,1.05e+08,0.361334,0.989401,"early",0.36
"8",105000001,105500000,0.377326,0.995741,"early",0.38
"8",106500001,1.07e+08,0.36293,0.996539,"mid",0.36
"8",107000001,107500000,0.36987,0.997175,"mid",0.37
"8",108500001,1.09e+08,0.37925,0.994826,"late",0.38
"8",109000001,109500000,0.37397,0.995098,"late",0.37
"8",109500001,1.1e+08,0.371138,0.993501,"late",0.37
"8",110500001,1.11e+08,0.372378,0.993385,"late",0.37
"8",111000001,111500000,0.346962,0.995536,"mid",0.35
"8",112500001,1.13e+08,0.348996,0.997021,"late",0.35
"8",117000001,117500000,0.380998,0.997313,"mid",0.38
"8",117500001,1.18e+08,0.39507,0.997085,"mid",0.4
"8",118500001,1.19e+08,0.399066,0.998271,"early",0.4
"8",119000001,119500000,0.40198,0.998022,"early",0.4
"8",119500001,1.2e+08,0.384988,0.992409,"early",0.38
"8",121500001,1.22e+08,0.390962,0.9911,"mid",0.39
"8",122500001,1.23e+08,0.382108,0.996644,"early",0.38
"8",123000001,123500000,0.371778,0.987099,"early",0.37
"8",123500001,1.24e+08,0.439984,0.999423,"early",0.44
"8",124500001,1.25e+08,0.424772,0.992813,"early",0.42
"8",125500001,1.26e+08,0.4365,0.998268,"early",0.44
"8",126000001,126500000,0.418602,0.998152,"early",0.42
"8",126500001,1.27e+08,0.419374,0.986596,"early",0.42
"8",128000001,128500000,0.395454,0.987097,"early",0.4
"8",128500001,1.29e+08,0.446962,0.998693,"early",0.45
"8",129000001,129500000,0.417134,0.984974,"early",0.42
"8",129500001,1.3e+08,0.383054,0.983715,"early",0.38
"8",130000001,130500000,0.382616,0.990619,"early",0.38
"8",130500001,1.31e+08,0.401594,0.996708,"early",0.4
